,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
465,Accepted-In Progress,Accepted-Wait,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Accepted-In Progress,Accepted-Wait,Accepted-Assigned,Accepted-Wait,Accepted-Assigned,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Accepted-In Progress,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Accepted-In Progress,Accepted-Wait,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Accepted-In Progress,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-Assigned,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Accepted-In Progress,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Accepted-Assigned,Accepted-Assigned,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Accepted-In Progress,Accepted-Assigned,Accepted-Assigned,Accepted-Assigned,Accepted-Assigned,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,
504,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Accepted-In Progress,Completed-Cancelled,Accepted-In Progress,Accepted-Assigned,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Accepted-In Progress,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Accepted-In Progress,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Accepted-In Progress,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-Assigned,Accepted-Wait,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Accepted-In Progress,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-Assigned,Accepted-In Progress,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,
514,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Queued-Awaiting Assignment,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Accepted-In Progress,Accepted-Wait,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Accepted-In Progress,Accepted-Assigned,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Accepted-In Progress,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-Assigned,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,
522,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Accepted-In Progress,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Accepted-In Progress,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-Assigned,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Queued-Awaiting Assignment,Accepted-Assigned,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Accepted-Assigned,Accepted-Wait,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,
535,Accepted-In Progress,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Queued-Awaiting Assignment,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,Accepted-In Progress,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,
548,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Accepted-In Progress,Accepted-Wait,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Accepted-In Progress,Accepted-In Progress,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Accepted-In Progress,Accepted-Assigned,Accepted-Assigned,Accepted-Wait,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Accepted-In Progress,Accepted-Wait,Completed-Closed,Accepted-In Progress,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-In Progress,Accepted-Assigned,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,
564,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-Assigned,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Accepted-In Progress,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Accepted-In Progress,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Accepted-In Progress,Completed-Closed,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Queued-Awaiting Assignment,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Accepted-In Progress,Accepted-Wait,Accepted-In Progress,Accepted-Wait,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Accepted-In Progress,Accepted-Wait,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Accepted-Wait,Accepted-In Progress,Accepted-Wait,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Accepted-Wait,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Accepted-In Progress,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Accepted-In Progress,Accepted-In Progress,Accepted-In Progress,Accepted-Wait,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Accepted-In Progress,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Accepted-In Progress,Accepted-In Progress,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Accepted-In Progress,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Assigned,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Queued-Awaiting Assignment,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Queued-Awaiting Assignment,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-Assigned,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,
628,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Queued-Awaiting Assignment,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Accepted-In Progress,Accepted-In Progress,Accepted-Assigned,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Accepted-In Progress,Accepted-Wait,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Accepted-In Progress,Accepted-Wait,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Accepted-Wait,Queued-Awaiting Assignment,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Accepted-Wait,Accepted-In Progress,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Accepted-In Progress,Accepted-Wait,Completed-Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
