,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1553,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1554,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1555,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1556,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1557,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1558,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
1559,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1560,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1561,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1562,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1563,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
1564,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1565,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,
1566,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1567,Insert ticket,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
1568,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1569,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1570,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1571,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1572,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
1573,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1574,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1575,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1576,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1577,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1578,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1579,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1580,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1581,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1582,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1583,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1584,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Create SW anomaly,Resolve ticket,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,
1585,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
1586,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1587,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1588,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
1589,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1590,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1591,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1592,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1593,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
1594,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1595,Assign seriousness,Take in charge ticket,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
1596,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,
1597,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1598,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1599,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1600,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1601,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1602,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1603,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1604,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1605,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1606,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1607,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1608,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1609,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
1610,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
1611,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1612,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
1613,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1614,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1615,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1616,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1617,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1618,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1619,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
1620,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1621,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1622,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1623,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1624,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1625,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1626,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1627,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
1628,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1629,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1630,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1631,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
1632,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1633,Assign seriousness,Wait,Resolve ticket,Closed,,,,,,,,,,,
1634,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1635,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
1636,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1637,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1638,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1639,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1640,Assign seriousness,Create SW anomaly,Create SW anomaly,Resolve SW anomaly,Resolve SW anomaly,Require upgrade,Resolve ticket,Closed,,,,,,,
1641,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1642,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1643,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1644,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1645,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1646,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
1647,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1648,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
1649,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1650,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1651,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1652,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1653,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
1654,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
1655,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1656,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1657,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1658,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1659,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1660,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
1661,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1662,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
1663,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1664,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1665,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1666,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1667,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1668,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
1669,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1670,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1671,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1672,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1673,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1674,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,
1675,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
1676,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
1677,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1678,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
1679,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1680,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1681,Insert ticket,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
1682,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
1683,Assign seriousness,Take in charge ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
1684,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1685,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1686,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1687,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1688,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1689,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1690,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1691,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1692,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1693,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1694,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1695,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1696,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1697,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1698,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1699,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1700,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1701,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1702,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1703,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1704,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,
1705,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
1706,Assign seriousness,Take in charge ticket,Wait,Wait,Wait,Resolve ticket,Closed,,,,,,,,
1707,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
1708,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1709,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
1710,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
1711,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1712,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1713,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1714,Assign seriousness,Wait,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
1715,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
1716,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1717,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1718,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
1719,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
1720,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1721,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1722,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1723,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1724,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
1725,Assign seriousness,Require upgrade,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
1726,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1727,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1728,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
1729,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1730,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1731,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1732,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1733,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
1734,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
1735,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
1736,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1737,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1738,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1739,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1740,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1741,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1742,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
1743,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1744,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1745,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,
1746,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1747,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,,,,
1748,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
1749,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1750,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
1751,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1752,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1753,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1754,Assign seriousness,Require upgrade,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
1755,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1756,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1757,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1758,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1759,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1760,Insert ticket,Assign seriousness,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,,,,,
1761,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1762,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
1763,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
1764,Insert ticket,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
1765,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
1766,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
